,다변량시 쓰일 변수들,,,,LNG발전,575000,계산식 상수,계산식 상수,계산식 상수,,단변량 시계열 예측-ML/시계열 단순,단변량 시계열 예측-ML/시계열 단순,,,,LNG발전 2기 저부하에 대한 효율 학습 필요,,,,83.6,2기가동시,,,
,,,,,,287500,한달 고정변수1,한달 고정변수2,한달 고정변수3,,,,,,,,,,,41.8,1기가동시,,,
,,,,,,,,,9.107,1.712,,,,,y,,"가동가능여부(+면 가동가능, -면 가동불가능)",,,경제성(억원),,,,한달 고정변수
구분,smp(원/kWh),LNG발전량(kW),역송량(kW),수전량(kW),순부하(kW),Unnamed: 6,수전단가(원/kWh),LNG가격($/MMBtu),LNG열량(Mcal/N㎥),LNG발전 효율(Mcal/kWh),"LNG발전 1기
대체단가(원/kWh)","LNG발전 2기
대체단가(원/kWh)","LNG발전 2기 저부하
대체단가(원/kwh)","LNG발전 1기
BEP($/MMBtu)","LNG발전 2기
BEP($/MMBtu)","LNG발전 2기 저부하
BEP($/MMBtu)",LNG발전 1기,LNG발전 2기,LNG발전 2기 저부하,LNG발전 1기.1,LNG발전 2기.1,LNG발전 2기 저부하.1,Unnamed: 23,환율(원/$)
2025-01-01 0:00,81.99,0,0,380910,380910,0,149.9,14.8,9.1,0.0,150,104,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1477
2025-01-01 1:00,78.61,0,0,366560,366560,0,149.9,14.8,9.2,0.0,150,98,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1473
2025-01-01 2:00,78.61,0,0,363600,363600,0,149.9,14.8,9.2,0.0,150,97,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1475
2025-01-01 3:00,78.61,0,0,363970,363970,0,149.9,14.8,9.1,0.0,150,98,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1475
2025-01-01 4:00,78.61,0,0,351210,351210,0,149.9,14.8,9.2,0.0,150,94,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1478
2025-01-01 5:00,78.61,0,0,384990,384990,0,149.9,14.8,9.1,0.0,150,103,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1477
2025-01-01 6:00,79.74,0,0,368840,368840,0,149.9,14.8,9.1,0.0,150,100,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1479
2025-01-01 7:00,79.74,0,0,409100,409100,0,149.9,14.8,9.2,0.0,150,109,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1474
2025-01-01 8:00,77.32,0,0,464420,464420,0,149.9,14.8,9.0,0.0,150,122,150,0.0,0.0,12.6,0,0.0,-2.2,0.0,0.0,-0.1,0,1476
2025-01-01 9:00,76.0,0,0,482820,482820,0,149.9,14.8,9.2,0.0,150,126,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1473
2025-01-01 10:00,71.2,0,0,477980,477980,0,149.9,14.8,9.2,0.0,150,123,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1474
2025-01-01 11:00,71.2,0,0,442200,442200,0,149.9,14.8,9.1,0.0,150,114,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1476
2025-01-01 12:00,0.0,0,0,437660,437660,0,149.9,14.8,9.3,0.0,150,78,150,0.0,0.0,13.0,0,0.0,-1.8,0.0,0.0,-0.1,0,1473
2025-01-01 13:00,6.85,0,0,467800,467800,0,149.9,14.8,9.1,0.0,150,97,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1474
2025-01-01 14:00,71.2,0,0,478390,478390,0,149.9,14.8,9.0,0.0,150,123,150,0.0,0.0,12.6,0,0.0,-2.2,0.0,0.0,-0.1,0,1477
2025-01-01 15:00,71.33,0,0,454230,454230,0,149.9,14.8,9.0,0.0,150,117,150,0.0,0.0,12.6,0,0.0,-2.2,0.0,0.0,-0.1,0,1476
2025-01-01 16:00,84.92,0,0,423780,423780,0,149.9,14.8,9.0,0.0,150,116,150,0.0,0.0,12.6,0,0.0,-2.2,0.0,0.0,-0.1,0,1474
2025-01-01 17:00,96.78,0,0,413180,413180,0,149.9,14.8,9.1,0.0,150,120,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1477
2025-01-01 18:00,96.78,0,0,389510,389510,0,149.9,14.8,9.0,0.0,150,116,150,0.0,0.0,12.6,0,0.0,-2.2,0.0,0.0,-0.1,0,1478
2025-01-01 19:00,97.0,0,0,410570,410570,0,149.9,14.8,9.0,0.0,150,120,150,0.0,0.0,12.6,0,0.0,-2.2,0.0,0.0,-0.1,0,1473
2025-01-01 20:00,97.02,0,0,434630,434630,0,149.9,14.8,9.2,0.0,150,124,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1478
2025-01-01 21:00,97.63,0,0,519030,519030,0,149.9,14.8,9.1,0.0,150,140,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1477
2025-01-01 22:00,97.63,0,0,490390,490390,0,149.9,14.8,9.1,0.0,150,135,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1475
2025-01-01 23:00,97.08,0,0,486640,486640,0,149.9,14.8,9.2,0.0,150,134,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1474
2025-01-02 0:00,84.81,0,0,492240,492240,0,149.9,14.8,9.1,0.0,150,131,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1474
2025-01-02 1:00,80.83,0,0,495280,495280,0,149.9,14.8,9.0,0.0,150,131,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1470
2025-01-02 2:00,80.83,0,0,501650,501650,0,149.9,14.8,9.1,0.0,150,132,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1469
2025-01-02 3:00,80.83,0,0,494140,494140,0,149.9,14.8,9.1,0.0,150,131,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1469
2025-01-02 4:00,80.83,0,0,515660,515660,0,149.9,14.8,9.2,0.0,150,136,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1474
2025-01-02 5:00,80.83,0,0,540120,540120,0,149.9,14.8,9.0,0.0,150,142,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1472
2025-01-02 6:00,87.52,400,0,435790,436190,0,149.9,14.8,9.1,50.955,150,120,150,0.0,-0.44,12.8,0,-15.2,-2.0,-0.5,-1.0,-0.1,0,1473
2025-01-02 7:00,97.7,96800,4890,158460,250370,0,149.9,14.8,9.2,3.302,143,98,150,6.0,3.82,13.0,0,-11.0,-1.8,-0.3,-0.7,-0.1,0,1473
2025-01-02 8:00,128.32,308800,133600,380,175580,0,191.5,14.8,9.0,1.843,167,128,192,13.0,9.79,16.3,0,-5.0,1.5,-0.1,-0.3,0.1,0,1472
2025-01-02 9:00,151.16,586000,181330,0,404670,0,232.3,14.8,9.1,1.58,232,184,232,22.0,17.11,20.2,0,2.3,5.4,0.2,0.1,0.3,0,1474
2025-01-02 10:00,157.97,592600,197140,0,395460,0,232.3,14.8,9.3,1.575,232,186,232,22.0,17.74,20.7,0,2.9,5.9,0.2,0.2,0.4,0,1471
2025-01-02 11:00,134.12,590800,185100,0,405700,0,232.3,14.8,9.0,1.572,232,174,232,22.0,16.15,20.1,0,1.4,5.3,0.2,0.1,0.3,0,1472
2025-01-02 12:00,133.99,586200,181000,0,405200,0,191.5,14.8,9.2,1.574,192,158,192,18.0,14.79,16.7,0,0.0,1.9,0.1,0.0,0.1,0,1473
2025-01-02 13:00,133.91,591674,127940,0,463734,0,191.5,14.8,9.2,1.574,192,169,192,18.0,15.89,16.7,0,1.1,1.9,0.1,0.1,0.1,0,1472
2025-01-02 14:00,133.78,578400,117450,0,460950,0,191.5,14.8,9.0,1.575,192,169,192,18.0,15.5,16.3,0,0.7,1.5,0.1,0.0,0.1,0,1474
2025-01-02 15:00,138.86,573400,82100,0,491300,0,191.5,14.8,9.2,1.574,192,176,192,18.0,16.6,16.7,0,1.8,1.9,0.1,0.1,0.1,0,1472
2025-01-02 16:00,133.91,572400,151650,0,420750,0,232.3,14.8,9.2,1.574,232,180,232,22.0,16.92,20.4,0,2.1,5.6,0.2,0.1,0.4,0,1473
2025-01-02 17:00,133.99,573600,143760,0,429840,0,232.3,14.8,9.1,1.574,232,183,232,22.0,17.06,20.2,0,2.3,5.4,0.2,0.1,0.3,0,1469
2025-01-02 18:00,128.32,577000,146020,0,430980,0,232.3,14.8,9.2,1.573,232,180,232,22.0,16.97,20.4,0,2.2,5.6,0.2,0.1,0.4,0,1470
2025-01-02 19:00,115.58,578800,133640,0,445160,0,191.5,14.8,9.0,1.573,192,157,192,18.0,14.46,16.4,0,-0.3,1.6,0.1,0.0,0.1,0,1470
2025-01-02 20:00,113.77,581600,113290,0,468310,0,191.5,14.8,9.2,1.573,192,163,192,18.0,15.31,16.7,0,0.5,1.9,0.1,0.0,0.1,0,1469
2025-01-02 21:00,103.23,582800,116670,0,466130,0,191.5,14.8,9.2,1.573,192,158,192,18.0,14.76,16.6,0,0.0,1.8,0.1,0.0,0.1,0,1470
2025-01-02 22:00,102.26,585200,13550,365790,937440,0,149.9,14.8,9.1,1.572,150,150,150,14.0,13.81,12.7,0,-1.0,-2.1,0.0,-0.1,-0.1,0,1469
2025-01-02 23:00,96.87,90800,0,458790,549590,0,149.9,14.8,9.0,1.551,150,145,150,14.0,13.46,12.6,0,-1.3,-2.2,0.0,-0.1,-0.1,0,1470
2025-01-03 0:00,84.69,0,0,505840,505840,0,149.9,14.8,9.2,0.0,150,134,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1468
2025-01-03 1:00,81.32,0,0,508450,508450,0,149.9,14.8,9.1,0.0,150,134,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1466
2025-01-03 2:00,81.06,0,0,510710,510710,0,149.9,14.8,9.1,0.0,150,135,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1466
2025-01-03 3:00,81.06,0,0,433160,433160,0,149.9,14.8,9.2,0.0,150,116,150,0.0,0.0,13.0,0,0.0,-1.8,0.0,0.0,-0.1,0,1465
2025-01-03 4:00,81.06,0,0,483250,483250,0,149.9,14.8,9.1,0.0,150,128,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1465
2025-01-03 5:00,81.06,0,0,496430,496430,0,149.9,14.8,9.0,0.0,150,131,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1469
2025-01-03 6:00,87.47,59800,0,517160,576960,0,149.9,14.8,9.1,3.811,150,150,150,5.0,5.28,12.8,0,-9.5,-2.0,-0.3,-0.6,-0.1,0,1468
2025-01-03 7:00,115.29,314000,0,357170,671170,0,149.9,14.8,9.1,1.885,150,150,150,11.0,11.4,12.7,0,-3.4,-2.1,-0.1,-0.2,-0.1,0,1468
2025-01-03 8:00,138.49,594800,13570,35780,617010,0,191.5,14.8,9.2,1.578,192,192,192,18.0,18.08,16.7,0,3.3,1.9,0.1,0.2,0.1,0,1465
2025-01-03 9:00,166.56,594800,25650,12050,581200,0,232.3,14.8,9.0,1.576,232,232,232,22.0,21.69,20.1,0,6.9,5.3,0.2,0.4,0.3,0,1468
2025-01-03 10:00,155.47,593000,16950,9820,585870,0,232.3,14.8,9.2,1.576,232,232,232,22.0,22.2,20.5,0,7.4,5.7,0.2,0.5,0.4,0,1465
2025-01-03 11:00,146.0,592000,34290,5280,562990,0,232.3,14.8,9.1,1.574,232,229,232,22.0,21.7,20.4,0,6.9,5.6,0.2,0.4,0.4,0,1466
2025-01-03 12:00,134.16,590400,171190,0,419210,0,191.5,14.8,9.2,1.578,192,160,192,18.0,15.04,16.8,0,0.2,2.0,0.1,0.0,0.1,0,1470
2025-01-03 13:00,134.04,588600,141850,0,446750,0,191.5,14.8,9.1,1.575,192,166,192,18.0,15.44,16.6,0,0.6,1.8,0.1,0.0,0.1,0,1468
2025-01-03 14:00,133.95,587800,144910,0,442890,0,191.5,14.8,9.1,1.575,192,165,192,18.0,15.36,16.6,0,0.6,1.8,0.1,0.0,0.1,0,1467
2025-01-03 15:00,133.95,588200,92260,0,495940,0,191.5,14.8,9.1,1.577,192,176,192,18.0,16.3,16.5,0,1.5,1.7,0.1,0.1,0.1,0,1468
2025-01-03 16:00,132.19,588600,96010,0,492590,0,232.3,14.8,9.0,1.574,232,204,232,22.0,18.97,20.1,0,4.2,5.3,0.2,0.3,0.3,0,1469
2025-01-03 17:00,128.32,590800,88120,0,502680,0,232.3,14.8,9.1,1.577,232,206,232,22.0,19.23,20.1,0,4.4,5.3,0.2,0.3,0.3,0,1469
2025-01-03 18:00,128.32,592000,73080,0,518920,0,232.3,14.8,9.0,1.576,232,212,232,22.0,19.84,20.2,0,5.0,5.4,0.2,0.3,0.3,0,1465
2025-01-03 19:00,128.32,592800,43730,760,549830,0,191.5,14.8,9.2,1.577,192,186,192,18.0,17.63,16.8,0,2.8,2.0,0.1,0.2,0.1,0,1464
2025-01-03 20:00,103.38,592800,13940,15840,594700,0,191.5,14.8,9.2,1.577,192,192,192,18.0,18.23,16.9,0,3.4,2.1,0.1,0.2,0.1,0,1466
2025-01-03 21:00,102.21,593800,21110,12810,585500,0,191.5,14.8,9.0,1.563,192,192,192,18.0,17.92,16.4,0,3.1,1.6,0.1,0.2,0.1,0,1465
2025-01-03 22:00,88.96,88600,380,421570,509790,0,149.9,14.8,9.0,1.563,150,136,150,14.0,12.51,12.7,0,-2.3,-2.1,0.0,-0.1,-0.1,0,1465
2025-01-03 23:00,88.96,0,0,511490,511490,0,149.9,14.8,9.2,0.0,150,136,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1470
2025-01-04 0:00,97.77,0,0,530290,530290,0,149.9,14.8,9.2,0.0,150,142,150,0.0,0.0,13.0,0,0.0,-1.8,0.0,0.0,-0.1,0,1469
2025-01-04 1:00,81.76,0,0,499100,499100,0,149.9,14.8,9.1,0.0,150,132,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1466
2025-01-04 2:00,81.12,0,0,552590,552590,0,149.9,14.8,9.1,0.0,150,145,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1468
2025-01-04 3:00,81.12,0,0,503200,503200,0,149.9,14.8,9.0,0.0,150,133,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1466
2025-01-04 4:00,81.12,0,0,494930,494930,0,149.9,14.8,9.1,0.0,150,131,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1469
2025-01-04 5:00,81.12,0,0,510400,510400,0,149.9,14.8,9.0,0.0,150,134,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1467
2025-01-04 6:00,97.37,59800,0,434660,494460,0,149.9,14.8,9.2,3.74,150,135,150,5.0,4.83,12.9,0,-10.0,-1.9,-0.3,-0.6,-0.1,0,1465
2025-01-04 7:00,98.47,213400,750,260090,472740,0,149.9,14.8,9.1,2.05,150,132,150,11.0,9.15,12.9,0,-5.7,-1.9,-0.1,-0.4,-0.1,0,1465
2025-01-04 8:00,98.78,290800,37650,4530,257680,0,191.5,14.8,9.0,1.576,182,99,192,17.0,8.8,16.5,0,-6.0,1.7,0.1,-0.4,0.1,0,1467
2025-01-04 9:00,119.65,597400,98980,0,498420,0,191.5,14.8,9.2,1.576,192,172,192,18.0,16.22,16.7,0,1.4,1.9,0.1,0.1,0.1,0,1465
2025-01-04 10:00,119.65,594800,80970,0,513830,0,191.5,14.8,9.1,1.577,192,176,192,18.0,16.49,16.6,0,1.7,1.8,0.1,0.1,0.1,0,1467
2025-01-04 11:00,98.16,593200,59850,1890,535240,0,191.5,14.8,9.1,1.578,192,179,192,18.0,16.71,16.6,0,1.9,1.8,0.1,0.1,0.1,0,1469
2025-01-04 12:00,0.0,590800,41800,3400,552400,0,191.5,14.8,9.1,1.575,192,176,192,18.0,16.54,16.6,0,1.7,1.8,0.1,0.1,0.1,0,1466
2025-01-04 13:00,0.0,587000,78290,380,509090,0,191.5,14.8,9.2,1.577,192,148,192,18.0,13.73,16.7,0,-1.1,1.9,0.1,-0.1,0.1,0,1465
2025-01-04 14:00,97.98,584600,124550,0,460050,0,191.5,14.8,9.1,1.576,192,154,192,18.0,14.28,16.6,0,-0.5,1.8,0.1,0.0,0.1,0,1470
2025-01-04 15:00,97.94,584800,73440,380,511740,0,191.5,14.8,9.2,1.576,192,171,192,18.0,16.19,16.8,0,1.4,2.0,0.1,0.1,0.1,0,1467
2025-01-04 16:00,97.94,585200,126090,0,459110,0,191.5,14.8,9.2,1.577,192,154,192,18.0,14.44,16.8,0,-0.4,2.0,0.1,0.0,0.1,0,1464
2025-01-04 17:00,98.78,585400,101620,0,483780,0,191.5,14.8,9.1,1.576,192,162,192,18.0,15.12,16.6,0,0.3,1.8,0.1,0.0,0.1,0,1464
2025-01-04 18:00,98.68,587200,87390,0,499810,0,191.5,14.8,9.2,1.576,192,167,192,18.0,15.78,16.8,0,1.0,2.0,0.1,0.1,0.1,0,1465
2025-01-04 19:00,98.07,587800,133590,0,454210,0,191.5,14.8,9.3,1.576,192,152,192,18.0,14.38,16.9,0,-0.4,2.1,0.1,0.0,0.1,0,1468
2025-01-04 20:00,98.78,588000,106950,0,481050,0,191.5,14.8,9.2,1.575,192,161,192,18.0,15.09,16.7,0,0.3,1.9,0.1,0.0,0.1,0,1469
2025-01-04 21:00,98.78,590200,119670,0,470530,0,191.5,14.8,9.0,1.555,192,158,192,18.0,14.71,16.4,0,-0.1,1.6,0.1,0.0,0.1,0,1466
2025-01-04 22:00,97.37,93200,13170,356020,436050,0,149.9,14.8,9.3,1.583,150,125,150,14.0,11.61,13.1,0,-3.2,-1.7,0.0,-0.2,-0.1,0,1464
2025-01-04 23:00,97.69,0,0,446680,446680,0,149.9,14.8,9.0,0.0,150,127,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1466
2025-01-05 0:00,86.97,0,0,471200,471200,0,149.9,14.8,9.1,0.0,150,127,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1470
2025-01-05 1:00,78.2,0,0,459520,459520,0,149.9,14.8,9.1,0.0,150,121,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1467
2025-01-05 2:00,77.07,0,0,454240,454240,0,149.9,14.8,9.2,0.0,150,119,150,0.0,0.0,13.0,0,0.0,-1.8,0.0,0.0,-0.1,0,1470
2025-01-05 3:00,77.07,0,0,426360,426360,0,149.9,14.8,9.2,0.0,150,112,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1469
2025-01-05 4:00,77.07,0,0,435505,435505,0,149.9,14.8,9.1,0.0,150,115,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1464
2025-01-05 5:00,77.07,0,0,447100,447100,0,149.9,14.8,9.1,0.0,150,118,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1468
2025-01-05 6:00,77.51,0,0,495680,495680,0,149.9,14.8,9.1,0.0,150,130,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1468
2025-01-05 7:00,77.51,0,0,514131,514131,0,149.9,14.8,9.2,0.0,150,135,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1467
2025-01-05 8:00,79.21,0,0,513030,513030,0,149.9,14.8,9.1,0.0,150,135,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1465
2025-01-05 9:00,80.05,0,0,534090,534090,0,149.9,14.8,9.0,0.0,150,140,150,0.0,0.0,12.6,0,0.0,-2.2,0.0,0.0,-0.1,0,1468
2025-01-05 10:00,83.22,0,0,532560,532560,0,149.9,14.8,9.1,0.0,150,140,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1465
2025-01-05 11:00,83.16,0,0,508440,508440,0,149.9,14.8,9.2,0.0,150,134,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1466
2025-01-05 12:00,83.16,0,0,469690,469690,0,149.9,14.8,9.1,0.0,150,125,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1467
2025-01-05 13:00,83.59,0,0,486630,486630,0,149.9,14.8,9.2,0.0,150,130,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1470
2025-01-05 14:00,83.59,0,0,442540,442540,0,149.9,14.8,9.2,0.0,150,119,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1469
2025-01-05 15:00,88.85,0,0,480240,480240,0,149.9,14.8,9.1,0.0,150,130,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1465
2025-01-05 16:00,87.71,0,0,482840,482840,0,149.9,14.8,9.0,0.0,150,130,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1467
2025-01-05 17:00,88.96,0,0,479440,479440,0,149.9,14.8,9.1,0.0,150,130,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1465
2025-01-05 18:00,88.96,0,0,476810,476810,0,149.9,14.8,9.0,0.0,150,129,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1469
2025-01-05 19:00,88.96,0,0,523910,523910,0,149.9,14.8,9.1,0.0,150,139,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1469
2025-01-05 20:00,88.96,0,0,512970,512970,0,149.9,14.8,9.1,0.0,150,137,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1466
2025-01-05 21:00,88.39,0,0,489310,489310,0,149.9,14.8,9.1,0.0,150,132,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1468
2025-01-05 22:00,88.39,0,0,489280,489280,0,149.9,14.8,9.1,0.0,150,132,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1468
2025-01-05 23:00,88.96,0,0,502120,502120,0,149.9,14.8,9.1,0.0,150,134,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1465
2025-01-06 0:00,77.42,0,0,509220,509220,0,149.9,14.8,9.2,0.0,150,133,150,0.0,0.0,13.0,0,0.0,-1.8,0.0,0.0,-0.1,0,1465
2025-01-06 1:00,76.17,0,0,528430,528430,0,149.9,14.8,9.3,0.0,150,138,150,0.0,0.0,13.1,0,0.0,-1.7,0.0,0.0,-0.1,0,1464
2025-01-06 2:00,76.17,0,0,512250,512250,0,149.9,14.8,9.2,0.0,150,134,150,0.0,0.0,12.9,0,0.0,-1.9,0.0,0.0,-0.1,0,1465
2025-01-06 3:00,75.75,0,0,510000,510000,0,149.9,14.8,9.2,0.0,150,133,150,0.0,0.0,13.0,0,0.0,-1.8,0.0,0.0,-0.1,0,1463
2025-01-06 4:00,76.17,0,0,510730,510730,0,149.9,14.8,9.1,0.0,150,133,150,0.0,0.0,12.8,0,0.0,-2.0,0.0,0.0,-0.1,0,1460
2025-01-06 5:00,76.17,0,0,496050,496050,0,149.9,14.8,9.0,0.0,150,130,150,0.0,0.0,12.7,0,0.0,-2.1,0.0,0.0,-0.1,0,1462
2025-01-06 6:00,78.81,78200,0,422270,500470,0,149.9,14.8,9.2,1.591,150,132,150,14.0,12.08,12.9,0,-2.7,-1.9,0.0,-0.2,-0.1,0,1460
2025-01-06 7:00,97.66,306400,7920,227290,525770,0,149.9,14.8,9.0,1.591,150,141,150,14.0,12.76,12.7,0,-2.0,-2.1,0.0,-0.1,-0.1,0,1466
2025-01-06 8:00,128.09,583200,37670,1890,547420,0,191.5,14.8,9.1,1.583,192,185,192,18.0,17.31,16.6,0,2.5,1.8,0.1,0.2,0.1,0,1466
2025-01-06 9:00,136.72,583800,66650,2260,519410,0,232.3,14.8,9.0,1.58,232,214,232,22.0,19.93,20.1,0,5.1,5.3,0.2,0.3,0.3,0,1465
2025-01-06 10:00,128.4,582200,89610,380,492970,0,232.3,14.8,9.1,1.587,232,203,232,22.0,19.03,20.4,0,4.2,5.6,0.2,0.3,0.4,0,1462
2025-01-06 11:00,128.09,578400,152740,0,425660,0,232.3,14.8,9.3,1.587,232,178,232,22.0,16.92,20.8,0,2.1,6.0,0.2,0.1,0.4,0,1461
2025-01-06 12:00,127.47,576400,141100,0,435300,0,191.5,14.8,9.1,1.588,192,160,192,18.0,14.72,16.5,0,-0.1,1.7,0.1,0.0,0.1,0,1466
2025-01-06 13:00,127.47,578800,119690,0,459110,0,191.5,14.8,9.0,1.584,192,166,192,18.0,15.25,16.5,0,0.4,1.7,0.1,0.0,0.1,0,1466
2025-01-06 14:00,122.7,579000,106950,0,472050,0,191.5,14.8,9.0,1.587,192,167,192,18.0,15.36,16.5,0,0.6,1.7,0.1,0.0,0.1,0,1461
2025-01-06 15:00,126.84,580000,109150,0,470850,0,191.5,14.8,9.3,1.585,192,168,192,18.0,15.9,16.9,0,1.1,2.1,0.1,0.1,0.1,0,1463
2025-01-06 16:00,126.84,582200,124960,0,457240,0,232.3,14.8,9.1,1.581,232,189,232,22.0,17.73,20.4,0,2.9,5.6,0.2,0.2,0.4,0,1461
2025-01-06 17:00,126.84,584600,179490,0,405110,0,232.3,14.8,9.2,1.587,232,170,232,22.0,15.83,20.4,0,1.0,5.6,0.2,0.1,0.4,0,1465
2025-01-06 18:00,128.32,579200,139980,0,439220,0,232.3,14.8,9.2,1.587,232,183,232,22.0,17.25,20.6,0,2.5,5.8,0.2,0.2,0.4,0,1465
2025-01-06 19:00,124.77,577400,98620,380,479160,0,191.5,14.8,9.1,1.587,192,169,192,18.0,15.79,16.7,0,1.0,1.9,0.1,0.1,0.1,0,1461
2025-01-06 20:00,103.32,582500,45590,1890,538800,0,191.5,14.8,9.2,1.581,192,180,192,18.0,17.04,16.8,0,2.2,2.0,0.1,0.1,0.1,0,1463
2025-01-06 21:00,102.35,584800,24480,7190,567510,0,191.5,14.8,9.1,1.587,192,189,192,18.0,17.67,16.7,0,2.9,1.9,0.1,0.2,0.1,0,1464
2025-01-06 22:00,97.52,328200,0,211510,539710,0,149.9,14.8,9.0,1.583,150,144,150,14.0,13.09,12.7,0,-1.7,-2.1,0.0,-0.1,-0.1,0,1462
2025-01-06 23:00,100.11,295600,0,252600,548200,0,149.9,14.8,9.0,1.604,150,145,150,13.0,13.03,12.7,0,-1.8,-2.1,0.0,-0.1,-0.1,0,1466
2025-01-07 0:00,96.87,295800,0,251780,547580,0,149.9,14.8,9.1,1.596,150,145,150,13.8,13.3,12.9,0,-1.5,-1.9,0.0,-0.1,-0.1,0,1451
2025-01-07 1:00,82.03,296200,0,262340,558540,0,149.9,14.8,9.1,1.601,150,146,150,14.0,13.45,13.0,0,-1.3,-1.8,0.0,-0.1,-0.1,0,1450
2025-01-07 2:00,82.03,296000,0,260440,556440,0,149.9,14.8,9.0,1.595,150,146,150,14.0,13.33,12.9,0,-1.5,-1.9,0.0,-0.1,-0.1,0,1452
2025-01-07 3:00,82.03,296000,0,257800,553800,0,149.9,14.8,9.1,1.597,150,145,150,14.0,13.26,12.9,0,-1.5,-1.9,0.0,-0.1,-0.1,0,1453
